path,label,generator,split
data/CIFake/train/REAL/2075 (3).jpg,0,real,val
data/CIFake/train/REAL/3776 (3).jpg,0,real,val
data/CIFake/train/REAL/4766 (10).jpg,0,real,val
data/CIFake/train/REAL/3990 (4).jpg,0,real,val
data/CIFake/train/REAL/2726 (3).jpg,0,real,val
data/CIFake/train/REAL/1246 (6).jpg,0,real,val
data/CIFake/train/REAL/3001 (9).jpg,0,real,val
data/CIFake/train/REAL/0218 (7).jpg,0,real,val
data/CIFake/train/REAL/1444 (7).jpg,0,real,val
data/CIFake/train/REAL/3345 (6).jpg,0,real,val
data/CIFake/train/REAL/2599 (6).jpg,0,real,val
data/CIFake/train/REAL/1637 (2).jpg,0,real,val
data/CIFake/train/REAL/3010 (9).jpg,0,real,val
data/CIFake/train/REAL/0801 (10).jpg,0,real,val
data/CIFake/train/REAL/4091 (6).jpg,0,real,val
data/CIFake/train/REAL/2121 (9).jpg,0,real,val
data/CIFake/train/REAL/4708 (2).jpg,0,real,val
data/CIFake/train/REAL/1137 (10).jpg,0,real,val
data/CIFake/train/REAL/3330 (9).jpg,0,real,val
data/CIFake/train/REAL/1592 (6).jpg,0,real,val
data/CIFake/train/REAL/4584 (10).jpg,0,real,val
data/CIFake/train/REAL/0534 (7).jpg,0,real,val
data/CIFake/train/REAL/0827 (3).jpg,0,real,val
data/CIFake/train/REAL/0036 (4).jpg,0,real,val
data/CIFake/train/REAL/3978 (6).jpg,0,real,val
data/CIFake/train/REAL/2247 (2).jpg,0,real,val
data/CIFake/train/REAL/3385 (8).jpg,0,real,val
data/CIFake/train/REAL/0308 (8).jpg,0,real,val
data/CIFake/train/REAL/3661 (7).jpg,0,real,val
data/CIFake/train/REAL/1019 (7).jpg,0,real,val
data/CIFake/train/REAL/4972.jpg,0,real,val
data/CIFake/train/REAL/2786 (3).jpg,0,real,val
data/CIFake/train/REAL/0965 (7).jpg,0,real,val
data/CIFake/train/REAL/4504 (9).jpg,0,real,train
data/CIFake/train/REAL/4084 (6).jpg,0,real,train
data/CIFake/train/REAL/3332 (5).jpg,0,real,train
data/CIFake/train/REAL/4513 (4).jpg,0,real,train
data/CIFake/train/REAL/0042 (6).jpg,0,real,train
data/CIFake/train/REAL/0103 (5).jpg,0,real,train
data/CIFake/train/REAL/1400 (6).jpg,0,real,train
data/CIFake/train/REAL/1938 (6).jpg,0,real,train
data/CIFake/train/REAL/3863.jpg,0,real,train
data/CIFake/train/REAL/2663 (6).jpg,0,real,train
data/CIFake/train/REAL/1011 (7).jpg,0,real,train
data/CIFake/train/REAL/2496 (3).jpg,0,real,train
data/CIFake/train/REAL/3945 (4).jpg,0,real,train
data/CIFake/train/REAL/3979 (7).jpg,0,real,train
data/CIFake/train/REAL/2418 (5).jpg,0,real,train
data/CIFake/train/REAL/4343 (6).jpg,0,real,train
data/CIFake/train/REAL/2638 (7).jpg,0,real,train
data/CIFake/train/REAL/4707 (8).jpg,0,real,train
data/CIFake/train/REAL/4049 (10).jpg,0,real,train
data/CIFake/train/REAL/4134 (6).jpg,0,real,train
data/CIFake/train/REAL/3288 (6).jpg,0,real,train
data/CIFake/train/REAL/1472 (3).jpg,0,real,train
data/CIFake/train/REAL/3579 (2).jpg,0,real,train
data/CIFake/train/REAL/1733 (2).jpg,0,real,train
data/CIFake/train/REAL/4927 (5).jpg,0,real,train
data/CIFake/train/REAL/2898 (10).jpg,0,real,train
data/CIFake/train/REAL/2170 (3).jpg,0,real,train
data/CIFake/train/REAL/0577 (6).jpg,0,real,train
data/CIFake/train/REAL/2973 (6).jpg,0,real,train
data/CIFake/train/REAL/4339 (4).jpg,0,real,train
data/CIFake/train/REAL/1856 (3).jpg,0,real,train
data/CIFake/train/REAL/3447 (8).jpg,0,real,train
data/CIFake/train/REAL/4944 (3).jpg,0,real,train
data/CIFake/train/REAL/1432 (9).jpg,0,real,train
data/CIFake/train/REAL/1334 (3).jpg,0,real,train
data/CIFake/train/REAL/4937.jpg,0,real,train
data/CIFake/train/REAL/2538.jpg,0,real,train
data/CIFake/train/REAL/2389 (8).jpg,0,real,train
data/CIFake/train/REAL/4746 (3).jpg,0,real,train
data/CIFake/train/REAL/1633 (2).jpg,0,real,train
data/CIFake/train/REAL/1752 (8).jpg,0,real,train
data/CIFake/train/REAL/4328 (2).jpg,0,real,train
data/CIFake/train/REAL/1387 (2).jpg,0,real,train
data/CIFake/train/REAL/3534 (9).jpg,0,real,train
data/CIFake/train/REAL/4375 (10).jpg,0,real,train
data/CIFake/train/REAL/1955 (9).jpg,0,real,train
data/CIFake/train/REAL/4225.jpg,0,real,train
data/CIFake/train/REAL/4156 (6).jpg,0,real,train
data/CIFake/train/REAL/3434 (6).jpg,0,real,train
data/CIFake/train/REAL/0795 (8).jpg,0,real,train
data/CIFake/train/REAL/4637 (5).jpg,0,real,train
data/CIFake/train/REAL/0998 (7).jpg,0,real,train
data/CIFake/train/REAL/0236 (2).jpg,0,real,train
data/CIFake/train/REAL/3700 (10).jpg,0,real,train
data/CIFake/train/REAL/3084 (8).jpg,0,real,train
data/CIFake/train/REAL/2871 (3).jpg,0,real,train
data/CIFake/train/REAL/0959 (8).jpg,0,real,train
data/CIFake/train/REAL/4291 (2).jpg,0,real,train
data/CIFake/train/REAL/2895 (3).jpg,0,real,train
data/CIFake/train/REAL/3313 (2).jpg,0,real,train
data/CIFake/train/REAL/1065.jpg,0,real,train
data/CIFake/train/REAL/4526 (10).jpg,0,real,train
data/CIFake/train/REAL/1766 (3).jpg,0,real,train
data/CIFake/train/REAL/2530 (3).jpg,0,real,train
data/CIFake/train/REAL/0331 (5).jpg,0,real,train
data/CIFake/train/REAL/4190 (6).jpg,0,real,train
data/CIFake/train/REAL/0645 (2).jpg,0,real,train
data/CIFake/train/REAL/3239.jpg,0,real,train
data/CIFake/train/REAL/2879 (8).jpg,0,real,train
data/CIFake/train/REAL/1014 (10).jpg,0,real,train
data/CIFake/train/REAL/4826 (6).jpg,0,real,train
data/CIFake/train/REAL/1784 (2).jpg,0,real,train
data/CIFake/train/REAL/2254 (2).jpg,0,real,train
data/CIFake/train/REAL/0532 (10).jpg,0,real,train
data/CIFake/train/REAL/3678 (2).jpg,0,real,train
data/CIFake/train/REAL/1473 (4).jpg,0,real,train
data/CIFake/train/REAL/1396.jpg,0,real,train
data/CIFake/train/REAL/2160 (4).jpg,0,real,train
data/CIFake/train/REAL/0368 (2).jpg,0,real,train
data/CIFake/train/REAL/0338 (3).jpg,0,real,train
data/CIFake/train/REAL/3338 (5).jpg,0,real,train
data/CIFake/train/REAL/3607 (10).jpg,0,real,train
data/CIFake/train/REAL/1559 (4).jpg,0,real,train
data/CIFake/train/REAL/4862 (5).jpg,0,real,train
data/CIFake/train/REAL/2034 (4).jpg,0,real,train
data/CIFake/train/REAL/0743 (6).jpg,0,real,train
data/CIFake/train/REAL/1569 (3).jpg,0,real,train
data/CIFake/train/REAL/0749 (7).jpg,0,real,train
data/CIFake/train/REAL/1635 (4).jpg,0,real,train
data/CIFake/train/REAL/0868 (10).jpg,0,real,train
data/CIFake/train/REAL/4308 (2).jpg,0,real,train
data/CIFake/train/REAL/3846 (6).jpg,0,real,train
data/CIFake/train/REAL/0729 (7).jpg,0,real,train
data/CIFake/train/REAL/2624 (5).jpg,0,real,train
data/CIFake/train/REAL/3634 (7).jpg,0,real,train
data/CIFake/train/REAL/2453 (10).jpg,0,real,train
data/CIFake/train/REAL/4262 (9).jpg,0,real,train
data/CIFake/train/REAL/0769 (9).jpg,0,real,train
data/CIFake/train/REAL/0449 (7).jpg,0,real,train
data/CIFake/train/REAL/4633 (2).jpg,0,real,train
data/CIFake/train/REAL/1853.jpg,0,real,train
data/CIFake/train/REAL/1180 (10).jpg,0,real,train
data/CIFake/train/REAL/4888 (6).jpg,0,real,train
data/CIFake/train/REAL/0555 (3).jpg,0,real,train
data/CIFake/train/REAL/4360 (4).jpg,0,real,train
data/CIFake/train/REAL/3733 (5).jpg,0,real,train
data/CIFake/train/REAL/3679 (3).jpg,0,real,train
data/CIFake/train/REAL/1784 (9).jpg,0,real,train
data/CIFake/train/REAL/0857 (8).jpg,0,real,train
data/CIFake/train/REAL/2378 (9).jpg,0,real,train
data/CIFake/train/REAL/2305 (3).jpg,0,real,train
data/CIFake/train/REAL/0398 (7).jpg,0,real,train
data/CIFake/train/REAL/2509 (9).jpg,0,real,train
data/CIFake/train/REAL/4390.jpg,0,real,train
data/CIFake/train/REAL/4617 (5).jpg,0,real,train
data/CIFake/train/REAL/0439.jpg,0,real,train
data/CIFake/train/REAL/2831 (4).jpg,0,real,train
data/CIFake/train/REAL/0180 (9).jpg,0,real,train
data/CIFake/train/REAL/0938 (9).jpg,0,real,train
data/CIFake/train/REAL/4370 (6).jpg,0,real,train
data/CIFake/train/REAL/0633 (9).jpg,0,real,train
data/CIFake/train/REAL/4149 (6).jpg,0,real,train
data/CIFake/train/REAL/2617 (6).jpg,0,real,train
data/CIFake/train/REAL/3590 (6).jpg,0,real,train
data/CIFake/train/REAL/1048 (5).jpg,0,real,train
data/CIFake/train/REAL/4696 (4).jpg,0,real,train
data/CIFake/train/REAL/3519 (10).jpg,0,real,train
data/CIFake/train/REAL/3825 (2).jpg,0,real,train
data/CIFake/train/REAL/1274 (3).jpg,0,real,train
data/CIFake/train/REAL/2265 (5).jpg,0,real,train
data/CIFake/train/REAL/4814 (5).jpg,0,real,train
data/CIFake/train/REAL/3694 (5).jpg,0,real,train
data/CIFake/train/REAL/2419 (7).jpg,0,real,train
data/CIFake/train/REAL/4772 (5).jpg,0,real,train
data/CIFake/train/REAL/2753 (5).jpg,0,real,train
data/CIFake/train/REAL/0667 (9).jpg,0,real,train
data/CIFake/train/REAL/1626 (6).jpg,0,real,train
data/CIFake/train/REAL/1992 (9).jpg,0,real,train
data/CIFake/train/REAL/3416 (4).jpg,0,real,train
data/CIFake/train/REAL/2095 (3).jpg,0,real,train
data/CIFake/train/REAL/4645 (5).jpg,0,real,train
data/CIFake/train/REAL/2108 (9).jpg,0,real,train
data/CIFake/train/REAL/2802 (9).jpg,0,real,train
data/CIFake/train/REAL/2973 (5).jpg,0,real,train
data/CIFake/train/REAL/0678 (4).jpg,0,real,train
data/CIFake/train/REAL/2484 (5).jpg,0,real,train
data/CIFake/train/REAL/3174 (2).jpg,0,real,train
data/CIFake/train/REAL/4505 (6).jpg,0,real,train
data/CIFake/train/REAL/2264 (7).jpg,0,real,train
data/CIFake/train/REAL/0135.jpg,0,real,train
data/CIFake/train/REAL/4857 (8).jpg,0,real,train
data/CIFake/train/REAL/2857 (8).jpg,0,real,train
data/CIFake/train/REAL/4260 (8).jpg,0,real,train
data/CIFake/train/REAL/1338 (7).jpg,0,real,train
data/CIFake/train/REAL/0604 (9).jpg,0,real,train
data/CIFake/train/REAL/1053.jpg,0,real,train
data/CIFake/train/REAL/3024 (2).jpg,0,real,train
data/CIFake/train/REAL/4880 (5).jpg,0,real,train
data/CIFake/train/REAL/4164 (2).jpg,0,real,train
data/CIFake/train/REAL/2611 (4).jpg,0,real,train
data/CIFake/train/REAL/4271 (9).jpg,0,real,train
data/CIFake/train/REAL/1147 (4).jpg,0,real,train
data/CIFake/train/REAL/3311 (9).jpg,0,real,train
data/CIFake/train/REAL/0852 (8).jpg,0,real,train
data/CIFake/train/REAL/2112 (3).jpg,0,real,train
data/CIFake/train/REAL/2824.jpg,0,real,train
data/CIFake/train/REAL/1208 (3).jpg,0,real,train
data/CIFake/train/REAL/3117 (10).jpg,0,real,train
data/CIFake/train/REAL/2036 (6).jpg,0,real,train
data/CIFake/train/REAL/0967.jpg,0,real,train
data/CIFake/train/REAL/3821 (8).jpg,0,real,train
data/CIFake/train/REAL/0610.jpg,0,real,train
data/CIFake/train/REAL/3762 (2).jpg,0,real,train
data/CIFake/train/REAL/0100 (6).jpg,0,real,train
data/CIFake/train/REAL/2185 (7).jpg,0,real,train
data/CIFake/train/REAL/4809 (10).jpg,0,real,train
data/CIFake/train/REAL/2676 (5).jpg,0,real,train
data/CIFake/train/REAL/3308 (2).jpg,0,real,train
data/CIFake/train/REAL/0247 (4).jpg,0,real,train
data/CIFake/train/REAL/3836 (3).jpg,0,real,train
data/CIFake/train/REAL/3882 (9).jpg,0,real,train
data/CIFake/train/REAL/0967 (2).jpg,0,real,train
data/CIFake/train/REAL/1754 (7).jpg,0,real,train
data/CIFake/train/REAL/1538 (8).jpg,0,real,train
data/CIFake/train/REAL/2788 (6).jpg,0,real,train
data/CIFake/train/REAL/1018.jpg,0,real,train
data/CIFake/train/REAL/4372 (2).jpg,0,real,train
data/CIFake/train/REAL/3213 (10).jpg,0,real,train
data/CIFake/train/REAL/0457 (6).jpg,0,real,train
data/CIFake/train/REAL/4517 (9).jpg,0,real,train
data/CIFake/train/REAL/4394 (10).jpg,0,real,train
data/CIFake/train/REAL/3239 (5).jpg,0,real,train
data/CIFake/train/REAL/0800 (6).jpg,0,real,train
data/CIFake/train/REAL/2973 (7).jpg,0,real,train
data/CIFake/train/REAL/0385 (9).jpg,0,real,train
data/CIFake/train/REAL/2552 (5).jpg,0,real,train
data/CIFake/train/REAL/1526.jpg,0,real,train
data/CIFake/train/REAL/1246 (10).jpg,0,real,train
data/CIFake/train/REAL/2061 (3).jpg,0,real,train
data/CIFake/train/REAL/1912 (8).jpg,0,real,train
data/CIFake/train/REAL/4243 (8).jpg,0,real,train
data/CIFake/train/REAL/1639 (10).jpg,0,real,train
data/CIFake/train/REAL/1802 (5).jpg,0,real,train
data/CIFake/train/REAL/1939 (10).jpg,0,real,train
data/CIFake/train/REAL/1139 (2).jpg,0,real,train
data/CIFake/train/REAL/0053 (10).jpg,0,real,train
data/CIFake/train/REAL/0162 (5).jpg,0,real,train
data/CIFake/train/REAL/4734 (7).jpg,0,real,train
data/CIFake/train/REAL/2856 (7).jpg,0,real,train
data/CIFake/train/REAL/2047 (7).jpg,0,real,train
data/CIFake/train/REAL/2649 (8).jpg,0,real,train
data/CIFake/train/REAL/1960 (6).jpg,0,real,train
data/CIFake/train/REAL/4446 (6).jpg,0,real,train
data/CIFake/train/REAL/0707 (6).jpg,0,real,train
data/CIFake/train/REAL/2107 (2).jpg,0,real,train
data/CIFake/train/REAL/2772 (3).jpg,0,real,train
data/CIFake/train/REAL/1846 (6).jpg,0,real,train
data/CIFake/train/REAL/4921 (6).jpg,0,real,train
data/CIFake/train/REAL/0014 (2).jpg,0,real,train
data/CIFake/train/REAL/3792 (5).jpg,0,real,train
data/CIFake/train/REAL/4107 (8).jpg,0,real,train
data/CIFake/train/REAL/1654 (2).jpg,0,real,train
data/CIFake/train/REAL/3076 (9).jpg,0,real,train
data/CIFake/train/REAL/1994 (7).jpg,0,real,train
data/CIFake/train/REAL/2844 (10).jpg,0,real,train
data/CIFake/train/REAL/3201.jpg,0,real,train
data/CIFake/train/REAL/4110 (6).jpg,0,real,train
data/CIFake/train/REAL/3675.jpg,0,real,train
data/CIFake/train/REAL/4761 (9).jpg,0,real,train
data/CIFake/train/REAL/1896 (6).jpg,0,real,train
data/CIFake/train/REAL/0372 (8).jpg,0,real,train
data/CIFake/train/REAL/3850 (8).jpg,0,real,train
data/CIFake/train/REAL/3438 (3).jpg,0,real,train
data/CIFake/train/REAL/3222 (8).jpg,0,real,train
data/CIFake/train/REAL/2365 (10).jpg,0,real,train
data/CIFake/train/REAL/2431 (5).jpg,0,real,train
data/CIFake/train/REAL/2498 (5).jpg,0,real,train
data/CIFake/train/REAL/3022 (2).jpg,0,real,train
data/CIFake/train/REAL/0011 (10).jpg,0,real,train
data/CIFake/train/REAL/3627 (3).jpg,0,real,train
data/CIFake/train/REAL/3893 (4).jpg,0,real,train
data/CIFake/train/REAL/3787 (5).jpg,0,real,train
data/CIFake/train/REAL/0755.jpg,0,real,train
data/CIFake/train/REAL/3847 (8).jpg,0,real,train
data/CIFake/train/REAL/0973 (9).jpg,0,real,train
data/CIFake/train/REAL/0445 (4).jpg,0,real,train
data/CIFake/train/REAL/3553 (4).jpg,0,real,train
data/CIFake/train/REAL/3466 (5).jpg,0,real,train
data/CIFake/train/REAL/4479 (7).jpg,0,real,train
data/CIFake/train/REAL/1089.jpg,0,real,train
data/CIFake/train/REAL/1604 (7).jpg,0,real,train
data/CIFake/train/REAL/1380 (4).jpg,0,real,train
data/CIFake/train/REAL/4993 (6).jpg,0,real,train
data/CIFake/train/REAL/1469 (7).jpg,0,real,train
data/CIFake/train/REAL/3621 (10).jpg,0,real,train
data/CIFake/train/REAL/2764 (9).jpg,0,real,train
data/CIFake/train/REAL/1035 (4).jpg,0,real,train
data/CIFake/train/REAL/0096 (8).jpg,0,real,train
data/CIFake/train/REAL/3819 (10).jpg,0,real,train
data/CIFake/train/REAL/2593.jpg,0,real,train
data/CIFake/train/REAL/0075 (3).jpg,0,real,train
data/CIFake/train/REAL/1770 (10).jpg,0,real,train
data/CIFake/train/REAL/1249 (2).jpg,0,real,train
data/CIFake/train/REAL/3773 (3).jpg,0,real,train
data/CIFake/train/REAL/1791.jpg,0,real,train
data/CIFake/train/REAL/4821 (8).jpg,0,real,train
data/CIFake/train/REAL/0284 (2).jpg,0,real,train
data/CIFake/train/REAL/2407 (4).jpg,0,real,train
data/CIFake/train/REAL/2447 (3).jpg,0,real,train
data/CIFake/train/REAL/3419 (4).jpg,0,real,train
data/CIFake/train/REAL/4799 (6).jpg,0,real,train
data/CIFake/train/REAL/0988 (7).jpg,0,real,train
data/CIFake/train/REAL/1908 (8).jpg,0,real,train
data/CIFake/train/REAL/4444 (8).jpg,0,real,train
data/CIFake/train/REAL/1500 (3).jpg,0,real,train
data/CIFake/train/REAL/0636 (8).jpg,0,real,train
data/CIFake/train/REAL/0298 (3).jpg,0,real,train
data/CIFake/train/REAL/4172 (2).jpg,0,real,train
data/CIFake/train/REAL/1469 (5).jpg,0,real,train
data/CIFake/train/REAL/1478 (6).jpg,0,real,train
data/CIFake/train/REAL/1236 (4).jpg,0,real,train
data/CIFake/train/REAL/2808.jpg,0,real,train
data/CIFake/train/REAL/3047 (4).jpg,0,real,train
data/CIFake/train/REAL/2261 (9).jpg,0,real,train
data/CIFake/train/REAL/2941.jpg,0,real,train
data/CIFake/train/REAL/3490 (4).jpg,0,real,train
data/CIFake/train/REAL/1991 (3).jpg,0,real,train
