source,archive,member,dest_path,label,generator,domain,split,sha256
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/aacd47814319819f075e0eba9a16da42.png,data/wildfake/adm/b690ee55c5350e04.jpg,1,adm,imagenet,val,a3bb2cf24b61176dd379c675d2d5cd8592e26be17e9ecf0dd7b97b2e52a1bda3
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/85c10599a0e2843093e114c0365e7a04.png,data/wildfake/adm/722b7dc81e237ac8.jpg,1,adm,imagenet,val,ce594028f47ad5e00f500563295a551e08f3f7616f335354f91c1e47c3664d73
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/87bf1f7a43e8198de80b962a5bf46a76.png,data/wildfake/adm/7b5cb43cfc038199.jpg,1,adm,imagenet,val,fa19da627b869c5b17d8a11422869c6db8d0b2671e41c0baebeba7a83d95248b
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/d1d8a5a199ac94352b475670763c6c96.png,data/wildfake/adm/5b1f7408ac2d2a67.jpg,1,adm,imagenet,val,3a574c271ba9935ffdb18a1ac3e4077434c15d6c1e685ac92c7feb200f82916c
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/1946f7193ad08e65ea65827924c20bac.png,data/wildfake/adm/1799ff9726235f52.jpg,1,adm,imagenet,val,b7ac131f3d7e0987e866017b6401c7c63bfd5af18e5bce1891628ca4b5719ade
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/d8087aaf97b37aea3ec871b98706806c.png,data/wildfake/adm/eed5f39293997e1c.jpg,1,adm,imagenet,val,97b3289019e705e30fd8d82f92d747fbf3e2332f8befd118d3c76aa49750686d
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/9aacc0e11957906f09ff877fd00d6a8e.png,data/wildfake/adm/95bb4e4bca98b4ce.jpg,1,adm,imagenet,val,4dfbd46ba4277588e486c1ac92b84ec0cdd96ea16db79e136e61bc72de54ce7c
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/af73d15ab881c510b833736a3a1c0381.png,data/wildfake/adm/60968def243f38dd.jpg,1,adm,imagenet,val,aac916c81782300c1181fad9a19a8499a93539b61e759eb25a51f8ba3844751d
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/5c84008abec806bdf7f0b8db9513b629.png,data/wildfake/adm/ebd60601b3eabd56.jpg,1,adm,imagenet,val,d5ebc5ccd2ae94dffd2acc0562013b2e543cd90dd2713d226a8c0afedcf7bddd
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/91680eafe5f2743b0b417359aea87eaa.png,data/wildfake/adm/0bd20579682519e4.jpg,1,adm,imagenet,val,511cacfca097ea36f250e6ee4d1f276e92b1d476c47482647afffcc10c748131
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/f15a0bed3f24818a628e8a2092273e8f.png,data/wildfake/adm/b1207d8225404263.jpg,1,adm,imagenet,val,4c0224c38f6612d8d2cef2829c1acc37a18625f582c3c6046ce693f4e990188a
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/49d338e7f1dc913b660e0911c46a1539.png,data/wildfake/adm/46784b4f70de6deb.jpg,1,adm,imagenet,val,bf318449d6c0e44d5806ad6e339db1bec2403f5b5e5759b42e250b8108d1ba69
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/bb3cddbcc7ece951985d0813c8bd0014.png,data/wildfake/adm/66cbacc6a10756ef.jpg,1,adm,imagenet,val,b7d9fb47c928ce874313c14c6b602c7d11a2fc60e82bbd6ea02f8ff9dc49ca45
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/f596d7c0a889e52f6d75074db6ce144a.png,data/wildfake/adm/e361bf08769719b5.jpg,1,adm,imagenet,val,4257aa2c0dfd91c2a20260331b63b490e07736a5bb51c6ac1bd88ad8b3a8190f
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/73841bbfd46672c498c24ffcb0f1cacf.png,data/wildfake/adm/0c8691501cda3f26.jpg,1,adm,imagenet,val,01891aa4e3db9b8901b91d87df40ce73a4512efe95cd6e5f8ffb2157957967ed
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/ba48722947e844dc0e9e75dca3ffdb89.png,data/wildfake/adm/be90b6c7da588239.jpg,1,adm,imagenet,val,adb1638b7848945df0eec0f9ce0ce95b6864eb885a0c16ef6f9f7530de037f4d
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/9f73ab6726432b13c9425ac918d9264a.png,data/wildfake/adm/224fbefbbfe0f9d7.jpg,1,adm,imagenet,val,6d2a38a1942d5101a3afdb88673b108baa058c46282937da3eeb2ad7b90e2ba8
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/ac5832e8c60186315bae78e435653cd2.png,data/wildfake/adm/c16b0c11196e63a1.jpg,1,adm,imagenet,val,b4af540eeafca079897585727c15d6adf6d0ae7913d913aec9a4aa8c7bde0eab
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/493032623c583769e2deacca219ae7a3.png,data/wildfake/adm/b91ad2b2fe099412.jpg,1,adm,imagenet,val,7c03d382ae68a946585c423f337e9a51779035ab39004f29a61934daa884e0e5
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/29cd392efcaf36e65c3ab3a9dcec44a6.png,data/wildfake/adm/10daa3935c15d5a4.jpg,1,adm,imagenet,val,541717af3a14ed6c6f1d7a8bd396685f6a8b3b7e47a1c2cfa9378c78518ad215
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/611687fc3fd0d735c7bd63534de8ae7c.png,data/wildfake/adm/1b2ffc63ab31bcaf.jpg,1,adm,imagenet,val,686f71764db6dca5b011a58345e730010299383602717cf85c296383773d6193
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/813469a329b3eb8d128375aa033f13ad.png,data/wildfake/adm/c731552e49dd565b.jpg,1,adm,imagenet,val,e2cc252bbf84ab32bdbefad3edbb0ac448003b59b6c5de0c9b2fa7c121f8c368
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/7acb9aabc53009f68fd2f056965a1b38.png,data/wildfake/adm/2ed7891593301c22.jpg,1,adm,imagenet,val,9c0b193b7f4df684dfbb4e44e1286d8062c6348115bc7b2d52d4349262439542
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/828a7a9f4e32def7cd387203b84751b8.png,data/wildfake/adm/148a70aa4b34d8d5.jpg,1,adm,imagenet,val,60355dd6f292a1c6473c17f2097e968cd457af2de36cb62445e492a187ae3655
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/233bd7539ecaa7ad8a329b58f9700430.png,data/wildfake/adm/54a64433dd1f9caa.jpg,1,adm,imagenet,val,390761453b4a3f7ab1f6bc0cf66a533d16fac91fd008368f37fc1ff210739a98
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/dea47015e019b23d77957f66fe113107.png,data/wildfake/adm/3ff588c45a39e7de.jpg,1,adm,imagenet,val,4bb6163e5c324ef35d5eaccc984a9a9a932cfeec6ec3dc5cd2326ab593254cbe
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/82e82883bd923be99c2b842a5b2edd30.png,data/wildfake/adm/cfb5dc48200f89e5.jpg,1,adm,imagenet,val,0c662dd7dc3b9b9796261d078c7fa6989057584a7ee7f7951cb50d809785e08c
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/1175795d4a3f1a6eee603a99eddbd701.png,data/wildfake/adm/73d154b180ebfc7d.jpg,1,adm,imagenet,val,c169919e0b53781a3938d045934b33f9281ef47aacdd93744bfa6291e69bf455
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/4d3d164d665223abdf049f0292578420.png,data/wildfake/adm/b6f2182c5cb1f1e0.jpg,1,adm,imagenet,val,5625f19250ae706b74719398f1ce587b4a4d8587952ab27b3e0a41c16b2cabba
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/98e13135c692adc5d42e568fe9d313fd.png,data/wildfake/adm/4cdebd480e9b4dbb.jpg,1,adm,imagenet,val,f82eef0cb99500f03f6d2a37a091f5b9ce0623bd5ee014640da7a5247776070f
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/a0043455f9b1676a9d01934c0f3cd75d.png,data/wildfake/adm/ea5189b5f050bcb7.jpg,1,adm,imagenet,val,c795464dbf4b90f8c6eb4b0bbd08141ebdce08333c2bc60f8011b9e772897d4f
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/114d2c2e0fc984b67515c60079201d19.png,data/wildfake/adm/2ae35cfc01aea292.jpg,1,adm,imagenet,val,5d494225ef1e9a560068ff4acd9b6f985d686f91d9bbd22ccb033283f2c4cc20
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/1f8655d8b33ef907a51cc1a688f83e7a.png,data/wildfake/adm/121042568d20729a.jpg,1,adm,imagenet,val,5c67beadd369d297385fe964012931df463799ab38c8c823ee2181bb3188b044
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/1aee74e651ca9b468aa3dd13eb2234c1.png,data/wildfake/adm/31e988922251c601.jpg,1,adm,imagenet,val,db0943ad65150ea4b0155eb90fdc2e07e15c0aa1733a52b3bb71d67dae678f99
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/cd9dff7fe154348895f281b5da544e25.png,data/wildfake/adm/de115e9a58090b01.jpg,1,adm,imagenet,val,5a28ceac6e425d44e1f58e292eefd2f290149af73d63c0b0f0792394b85d7217
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/eb25af408d93d93af163408e612852a0.png,data/wildfake/adm/b56c032c276e2e17.jpg,1,adm,imagenet,val,ab89b708a71d1df7f4f94e1f8b25f9962ef8958ded4320f1c9c3683bd8976c5b
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/ee4997094110ce90418a4765c17b825c.png,data/wildfake/adm/c93305e3fbb5467c.jpg,1,adm,imagenet,val,99f0b35d23c0917b2ad0735fe745aefc69d41d28e5e4cfa8f587f470fdeb68a1
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/e94ca2165e8ffb58e55ff29979205963.png,data/wildfake/adm/e636c0a610a2b69f.jpg,1,adm,imagenet,val,dcc82ffbda2642dc8d97269e4e878e7bd80915f0f5319c0056316c0d9cd972f5
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/df2fa83877f9e762d9bfb2ce007ba7a1.png,data/wildfake/adm/e2b307f93d93ab30.jpg,1,adm,imagenet,val,f4617300e3a515c5e167dc7bf9e007fc97c479bed5151d606eb4b8972ece5101
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/45b8ded472eec8599f0fa2bc8030b1b6.png,data/wildfake/adm/db74bb018809c79d.jpg,1,adm,imagenet,val,9c766b1762d5e25d97e42bbd211587dd5590ce564bd8666faa1d71f27ddfa94f
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/ea0883fc6747c813ac36de47c23166a8.png,data/wildfake/adm/e04dba603340ecfc.jpg,1,adm,imagenet,val,86296c4cb669cb9fa58995941e5849ec9730bfe2d00cb8068a6f4055282548dc
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/c4910a554b336c4a8dd1464563f4fb7c.png,data/wildfake/adm/4d0f804de62ca378.jpg,1,adm,imagenet,val,4fb174ec21b66995d59c19fc585d55f129c094e1d8c7a9c01a13fd401a2e9e74
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/e8f4bc29935600cbbb7a09d419450481.png,data/wildfake/adm/ed2b63cb6790c137.jpg,1,adm,imagenet,val,a88a41886d44a8287c6253af070dd5ddd10eff24e21314ed434cf24b456dde2d
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/e9716bbd7e5397d065a54633d354b612.png,data/wildfake/adm/86e8f00fa463511d.jpg,1,adm,imagenet,val,722b47451f6e1e4226d114cf9d1e41e845e37b3f46a2b6b32f84268abe95303d
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/917b9e40f8bbd4694f2c0cda06337d64.png,data/wildfake/adm/307dc998a55d2c23.jpg,1,adm,imagenet,val,8469f638351188eb13cfb670abd09774e5380a34347aad3bc968d47d5fe5ed40
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/a3b6d294cfbefc1110f6356bd83cf253.png,data/wildfake/adm/9cd715896e78e570.jpg,1,adm,imagenet,val,4215adbb7f4681046b15ccb192db2e7a80fbf900e3640d32350891c1b91cdaef
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/faa9fd61ef0010135e563700f18dc485.png,data/wildfake/adm/832a1f6cff7124dd.jpg,1,adm,imagenet,val,4f3df0593500824a10e8c24ef874edb77f9f563833d7285015f40333ba39ba32
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/5244993a3a9b088f478bd88bd3cdcd5c.png,data/wildfake/adm/d5ab51b077d320d2.jpg,1,adm,imagenet,val,cc351f70922263c5291a8adc1fcbf2d0a0d1a6ca75e2ca0d05c9b19612eebb6a
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/9304f83b89dbc6e985fe5e9e224f251a.png,data/wildfake/adm/dc215f57f4e8786c.jpg,1,adm,imagenet,val,e9120ff1a14e45ae97cd06137b81c7427c215456e75f1bf94fe191044a0de70b
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/5300de1b8bc2e7d1a9f754ef012844e1.png,data/wildfake/adm/299e40d3fdcc87cb.jpg,1,adm,imagenet,val,f520e0609f3bc7549cf7ecee2473e03d8ab85fb385ff78a69fe8010a34d20093
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/6960af3ae0a64969f9af55ddd8f0fe47.png,data/wildfake/adm/662caeee1f3bf7b0.jpg,1,adm,imagenet,val,a68b1b04afa828e7b2cd551db2a21ed7fc6346fa890e5652b02d88c04588abf8
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/99297ebfacbf915ac836ec5cd5664950.png,data/wildfake/adm/691a8669a87bf77c.jpg,1,adm,imagenet,val,1de09e5bb4bef305a3c79403e539db1cf7f0d648b6dff8aef3dca116a23595d9
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/52e98e7377f8915ed4af43eaa79d6b44.png,data/wildfake/adm/adb3a0513e2e40d4.jpg,1,adm,imagenet,val,b4654119cd4c9ed4f6e412c0dcb85674bfedfae62cab0d13c249dc623aaa5e09
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/3026644083ed8ac9fab56b5cc10ec767.png,data/wildfake/adm/b96dcf8f5b44f400.jpg,1,adm,imagenet,test,f6370b0b1e438b932477d98131c91ce17661304dac6dc365f35d5483153efb0a
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/4c18894fa7fa7b5ca705840bc875dd74.png,data/wildfake/adm/19b19dd6d71eff7e.jpg,1,adm,imagenet,test,b537be769c49632245372652f8a991551c31fd7ce2379445d3995ffe56c3fd7c
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/e4f67b8aac30785ed54b8eab36f49077.png,data/wildfake/adm/3bf73f2040d93643.jpg,1,adm,imagenet,test,9df39373c18a0d10cf4bc2615e5bc0c710a286cb7a11ecc14bfafdec3190a829
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/ac7a068d782051157669cd308696baa1.png,data/wildfake/adm/37f75140c8c49e3d.jpg,1,adm,imagenet,test,056bbb635321dd9ea3cacc9706b5fe4124a32d7b91f2ae7948e7555248c93c31
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/8404474a0dc121042e17153fc937de99.png,data/wildfake/adm/2b4a92a72bf7c4d6.jpg,1,adm,imagenet,test,f64ccca52d320dece5825ab0c9845b80ccbb9c898c60655bd7a388b8436eced4
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/a657215100b4b1eb82bb0df27055db45.png,data/wildfake/adm/46000fd74408fefa.jpg,1,adm,imagenet,test,df471f596ea7f9ac37ab26e50ca2e835f4a99b3a64baad65204155877be0838b
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/e910db30c0bfb24f8d2fd873e735c35a.png,data/wildfake/adm/5963f6b9c58aa7b6.jpg,1,adm,imagenet,test,37bcac3fac1a048641888f1acffb6e20edc3dcd1b0d6855215d1606365de2439
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/fb1fcd714bafac5666d03d5efe16d622.png,data/wildfake/adm/794ae165ea34fbb7.jpg,1,adm,imagenet,test,69d7f512c233938d778800b96df03b49f39f7391956cc96429b0a2a75fa8b233
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/282f811c038ca1c0047dd9dde9a6eec7.png,data/wildfake/adm/9137a226dc30569d.jpg,1,adm,imagenet,test,218e5114a4751cad18410c9ea712b109982e4b4d130d420136012688d48419f6
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/7c290afe1e12fd6451927875de2887d4.png,data/wildfake/adm/2394b4b5c157cb20.jpg,1,adm,imagenet,test,10dce107fb52d8bbefd9fe61cf4b091bf96a1dac3c1c23b86e9b7136002b3088
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/462c6b86e2b00bafa5e293ec59348479.png,data/wildfake/adm/6dbc36ac925a7e23.jpg,1,adm,imagenet,test,16da41f4ac423ce0a088e4e219d66659b755243377a65ffc18b8badb9ae09cab
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/9d50c3fe85b926d9d75982a4d41aa4d8.png,data/wildfake/adm/360e7355a6bed6b5.jpg,1,adm,imagenet,test,29519db2ad3e4212be850d2ffc5ced910f6a433c802a23067d3b93326189aefc
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/035e16f8977a4d8192f70a7aacc5134b.png,data/wildfake/adm/98664353c7c8717e.jpg,1,adm,imagenet,test,ef460cf9ba0229f0fd6618d2b4896ea825255fb872d56bb50284616cd3195201
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/5c512b78ee54baa7166d8946dc4c9228.png,data/wildfake/adm/c9f92fe325811773.jpg,1,adm,imagenet,test,ec648d69648577c22a561c37a99a86b76de6c85bea540a4aee2ca2ff8254a369
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/adbc8fbc2225c6dc49617cf06d1a93b0.png,data/wildfake/adm/c5080e8fc910be89.jpg,1,adm,imagenet,test,6a4d69506b6540fb8b61f587a2a8f7ffab026abb5aa838aa28887e06ffab429a
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/6ffd80e268c1343d6768845e1592a2a7.png,data/wildfake/adm/c0d9b63ed18778c5.jpg,1,adm,imagenet,test,8304a7dedcbd6079d20f28fce855bd9d3c50e6dcbaf88056e7a9a1def3268bf0
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/24e31df6ce6ee60b4012dcb3d0c1dd18.png,data/wildfake/adm/5a3bb02fd1b3b302.jpg,1,adm,imagenet,test,242644a1e446d59378126ef88939c137311531a47aa58022a49127fc6d55a3c0
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/62b680d45365750f55376cd440dbe199.png,data/wildfake/adm/c5266e86caaa9177.jpg,1,adm,imagenet,test,eeb05fcd3bb144625db540d96b09d6c93415aeb73f9df2bccbc26fb34b579bbf
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/7862d1a0cd69884dfd235c4cbfb93978.png,data/wildfake/adm/1e174cf6861708ae.jpg,1,adm,imagenet,test,632c51a980a71d82711b9bd4e33a718f8303aaa773cb406061d99b2bb9a261c3
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/cb678742ded6272c9e930b1ef82aa396.png,data/wildfake/adm/3cd88db6ec4d31a7.jpg,1,adm,imagenet,test,c66aa4bc6239ff13ca3baad9a7bc0a3fa905e30890b9c8a5fb9e1c7bd0ee7312
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/87a19e0986a64ba107af5c55f0fec728.png,data/wildfake/adm/d93d22ff74adf233.jpg,1,adm,imagenet,test,b6d88ef636d0acab72407d88d263fc2f46c08d069842e85ae6c0ef7ee35f9300
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/c91850f7673a982c16703e107bd69d9b.png,data/wildfake/adm/4f4e2c50caf8e469.jpg,1,adm,imagenet,test,d2c70a2cd183742f47f29fa03ebc7bede5c9b4f7e6d1ccda02e1e7f3905d79d9
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/c6f0263c27b9b0144d991ea3bfc23ce4.png,data/wildfake/adm/20bc2987e8edaf9d.jpg,1,adm,imagenet,test,a470b63e484ccd916cc02d33f88421ce3b772f87319e00c4baf8d88f927f389e
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/a858c21486d1ed9f4e3929e547a9f7f6.png,data/wildfake/adm/d0a8a34183e320a5.jpg,1,adm,imagenet,test,c0dcaafd51ddf6293dba006b1eb18afca116941ca7d73910e32cd2d17e28e73f
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/85494204aca564fea03d8dfb1f814e71.png,data/wildfake/adm/3f494c7869659c41.jpg,1,adm,imagenet,test,ccabf3c9d409479f195d457ff899174a87c817cb0f4448d31b26c83d7ea1fd55
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/e69a19bfb8461f389bda1d86d1dc0fc4.png,data/wildfake/adm/3218729781290417.jpg,1,adm,imagenet,test,3f2ebf37feab401a180006ab705cee1ef9a760178369dfde041af2541289169c
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/6f0b22d059db49918be2994f39b03f70.png,data/wildfake/adm/e9b9a7e8b61e9c93.jpg,1,adm,imagenet,test,cc1d7e9bb5ff2ee1466a01ce26170286d385f9f12f7b0843ddcdb5b54cf0daa7
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/7efdbec6acd623fe96d6abea40771102.png,data/wildfake/adm/7b8de59b14e56556.jpg,1,adm,imagenet,test,1e25cb19f6a99a25a71f8d203d1b3398f5c765602539e9a9cfb87650ea83bb2b
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/431532f4e02e30f4b8d36079a5bb8f81.png,data/wildfake/adm/b728ad8434ab231f.jpg,1,adm,imagenet,test,dfd94e35e2260aa3f190e53eca98d146659b1275f0b42ac6a76227a496eb921b
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/fcacee2c60963cf70f0f8b975e5c89c0.png,data/wildfake/adm/c8224f11f74dcd58.jpg,1,adm,imagenet,test,7d6760f291a0d9f61e080af6228b194786719a2648ab3215732084c6910d0b3a
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/ada4b4a74dc0a308e0e321311ba334f7.png,data/wildfake/adm/f9aef00024a0765f.jpg,1,adm,imagenet,test,38272547bd7486d3c36acafe5cb419cfdc61563b6e960155ca54947957b2b7f3
wildfake,Images/Diffusion_based/ADM.zip,ADM/imgs/2f5b59da01f1db2ae1284c514dc9cb64.png,data/wildfake/adm/2c378abb9f0dbecc.jpg,1,adm,imagenet,test,b97a08a9359cc234e8faad13d33c2c68fa4183c781b1126e573bce1f10ca262b
