path,label,generator,domain,split
data/wildfake/adm/5026d0b9203bfd4e.jpg,1,adm,imagenet,train
data/wildfake/adm/5c17c94ccf0402a9.jpg,1,adm,imagenet,train
data/wildfake/adm/113933f902aaf457.jpg,1,adm,imagenet,train
data/wildfake/adm/7c71acea4c033500.jpg,1,adm,imagenet,train
data/wildfake/adm/45104bf3dacb92c2.jpg,1,adm,imagenet,train
data/wildfake/adm/96057f0f9ec297dc.jpg,1,adm,imagenet,train
data/wildfake/adm/9f32c8bc8bcb36e8.jpg,1,adm,imagenet,train
data/wildfake/adm/98baae335bf6aace.jpg,1,adm,imagenet,train
data/wildfake/adm/0add55b8e0578e63.jpg,1,adm,imagenet,train
data/wildfake/adm/f1f47309dfbcd8c1.jpg,1,adm,imagenet,train
data/wildfake/adm/da6696a147e0b434.jpg,1,adm,imagenet,train
data/wildfake/adm/449ef761b5fdfd22.jpg,1,adm,imagenet,train
data/wildfake/adm/2880064a6d2afb19.jpg,1,adm,imagenet,train
data/wildfake/adm/0c9d9888f113d07f.jpg,1,adm,imagenet,train
data/wildfake/adm/29fda0306dfe7944.jpg,1,adm,imagenet,train
data/wildfake/adm/cb4263191dcd6ca2.jpg,1,adm,imagenet,train
data/wildfake/adm/ce532c0ccca78990.jpg,1,adm,imagenet,train
data/wildfake/adm/3ad5e2c51ce6e3c7.jpg,1,adm,imagenet,train
data/wildfake/adm/b7f3e9239d0a5d56.jpg,1,adm,imagenet,train
data/wildfake/adm/3213c1a77a1cef40.jpg,1,adm,imagenet,train
data/wildfake/adm/a40ffd170f74a94a.jpg,1,adm,imagenet,train
data/wildfake/adm/271657f0f4e9fb3b.jpg,1,adm,imagenet,train
data/wildfake/adm/7e5492c65b451962.jpg,1,adm,imagenet,train
data/wildfake/adm/04af09683f3c2dfa.jpg,1,adm,imagenet,train
data/wildfake/adm/a830b1f9c730dbeb.jpg,1,adm,imagenet,train
data/wildfake/adm/fa630b9655a0a337.jpg,1,adm,imagenet,train
data/wildfake/adm/0efa0cacc2bd933e.jpg,1,adm,imagenet,train
data/wildfake/adm/22e27e29df1d25f3.jpg,1,adm,imagenet,train
data/wildfake/adm/ff673e562b10f545.jpg,1,adm,imagenet,train
data/wildfake/adm/fdfb46528b57971b.jpg,1,adm,imagenet,train
data/wildfake/adm/a98900d2d3b1c018.jpg,1,adm,imagenet,train
data/wildfake/adm/73129fb7e791ad8e.jpg,1,adm,imagenet,train
data/wildfake/adm/43201f8917cb1ee9.jpg,1,adm,imagenet,train
data/wildfake/adm/1d5fab5c5f199e29.jpg,1,adm,imagenet,train
data/wildfake/adm/ca9a448ff91ee261.jpg,1,adm,imagenet,train
data/wildfake/adm/e2a1bd2d9d2aee38.jpg,1,adm,imagenet,train
data/wildfake/adm/c6ace134dbc3baff.jpg,1,adm,imagenet,train
data/wildfake/adm/ac35ae6bdfaec2fa.jpg,1,adm,imagenet,train
data/wildfake/adm/fb6ac9176ef48a2f.jpg,1,adm,imagenet,train
data/wildfake/adm/2fa76f009f4cddca.jpg,1,adm,imagenet,train
data/wildfake/adm/76977a3f19dc337a.jpg,1,adm,imagenet,train
data/wildfake/adm/e475e6c51700a39d.jpg,1,adm,imagenet,train
data/wildfake/adm/ada04438e1ba5287.jpg,1,adm,imagenet,train
data/wildfake/adm/2294b74d93c594b1.jpg,1,adm,imagenet,train
data/wildfake/adm/23551728efadf4a2.jpg,1,adm,imagenet,train
data/wildfake/adm/93db3a6b72ab5426.jpg,1,adm,imagenet,train
data/wildfake/adm/18a5bea7e2d97cc8.jpg,1,adm,imagenet,train
data/wildfake/adm/bbb191632a2f39ad.jpg,1,adm,imagenet,train
data/wildfake/adm/7a9a49ea3aa6b9dd.jpg,1,adm,imagenet,train
data/wildfake/adm/59f1e7749c31b5e9.jpg,1,adm,imagenet,train
data/wildfake/adm/2c25284655dac976.jpg,1,adm,imagenet,train
data/wildfake/adm/4326596db5b0be79.jpg,1,adm,imagenet,train
data/wildfake/adm/fe83b9e943583783.jpg,1,adm,imagenet,train
data/wildfake/adm/0e394aec83158f79.jpg,1,adm,imagenet,train
data/wildfake/adm/b2bdaa307e476ac9.jpg,1,adm,imagenet,train
data/wildfake/adm/bba3facfed8dcfa1.jpg,1,adm,imagenet,train
data/wildfake/adm/af4962e064aa6f52.jpg,1,adm,imagenet,train
data/wildfake/adm/13b22bbd1a92d658.jpg,1,adm,imagenet,train
data/wildfake/adm/b2a212723f37de0c.jpg,1,adm,imagenet,train
data/wildfake/adm/ed756aa5b59d13c9.jpg,1,adm,imagenet,train
data/wildfake/adm/367dcd246a6987a1.jpg,1,adm,imagenet,train
data/wildfake/adm/a12615acdbd54252.jpg,1,adm,imagenet,train
data/wildfake/adm/417069f1984955f6.jpg,1,adm,imagenet,train
data/wildfake/adm/25f827c7e2bbef34.jpg,1,adm,imagenet,train
data/wildfake/adm/90c98e7f4df1dd2e.jpg,1,adm,imagenet,train
data/wildfake/adm/1ddf4c7f31a29091.jpg,1,adm,imagenet,train
data/wildfake/adm/ee09b862f5f3740a.jpg,1,adm,imagenet,train
data/wildfake/adm/296ebb2263978fb6.jpg,1,adm,imagenet,train
data/wildfake/adm/7285abcf142a094f.jpg,1,adm,imagenet,train
data/wildfake/adm/dd27c40962c3ed2e.jpg,1,adm,imagenet,train
data/wildfake/adm/cf8713d913e1fca6.jpg,1,adm,imagenet,train
data/wildfake/adm/803849e0f3259a31.jpg,1,adm,imagenet,train
data/wildfake/adm/6848f81c59419f00.jpg,1,adm,imagenet,train
data/wildfake/adm/6ccbf34282f46fd5.jpg,1,adm,imagenet,train
data/wildfake/adm/1da5c54850023aec.jpg,1,adm,imagenet,train
data/wildfake/adm/0c7b01e6da21c2d0.jpg,1,adm,imagenet,train
data/wildfake/adm/35fcd4a179da2afe.jpg,1,adm,imagenet,train
data/wildfake/adm/70a76733bef64f27.jpg,1,adm,imagenet,train
data/wildfake/adm/b9b33cdd75a7a86d.jpg,1,adm,imagenet,train
data/wildfake/adm/49ad60d06fc0351b.jpg,1,adm,imagenet,train
data/wildfake/adm/656815cb9bf74a64.jpg,1,adm,imagenet,train
data/wildfake/adm/0cfde642fd8f5421.jpg,1,adm,imagenet,train
data/wildfake/adm/a30d46a6a6011c6c.jpg,1,adm,imagenet,train
data/wildfake/adm/b49e1e8076b6f96f.jpg,1,adm,imagenet,train
data/wildfake/adm/7aa89c133cb2d00d.jpg,1,adm,imagenet,train
data/wildfake/adm/f18b0b680a85551c.jpg,1,adm,imagenet,train
data/wildfake/adm/945fae1209074390.jpg,1,adm,imagenet,train
data/wildfake/adm/2dfeff77951c2cd1.jpg,1,adm,imagenet,train
data/wildfake/adm/cfed22eb66aa0314.jpg,1,adm,imagenet,train
data/wildfake/adm/7be211f6d69a978c.jpg,1,adm,imagenet,train
data/wildfake/adm/6064f597097f4429.jpg,1,adm,imagenet,train
data/wildfake/adm/a87af067183507d7.jpg,1,adm,imagenet,train
data/wildfake/adm/56807c156f24ca1a.jpg,1,adm,imagenet,train
data/wildfake/adm/3b930ee3b0c70c52.jpg,1,adm,imagenet,train
data/wildfake/adm/67cff60ecb7a72e5.jpg,1,adm,imagenet,train
data/wildfake/adm/3846ac4b7da4e14c.jpg,1,adm,imagenet,train
data/wildfake/adm/614c17e7b08024fc.jpg,1,adm,imagenet,train
data/wildfake/adm/824f88ee130400ac.jpg,1,adm,imagenet,train
data/wildfake/adm/3617d680e2d204f9.jpg,1,adm,imagenet,train
data/wildfake/adm/228eeb80de2939fc.jpg,1,adm,imagenet,train
data/wildfake/adm/5d3546b39b7b572d.jpg,1,adm,imagenet,train
data/wildfake/adm/4c28e2328c1de871.jpg,1,adm,imagenet,train
data/wildfake/adm/a9fb657f3a32f17b.jpg,1,adm,imagenet,train
data/wildfake/adm/d0ef071564a76ad5.jpg,1,adm,imagenet,train
data/wildfake/adm/d317d7d91cfac16e.jpg,1,adm,imagenet,train
data/wildfake/adm/0307db8c1732faee.jpg,1,adm,imagenet,train
data/wildfake/adm/74097b4413ad7dbb.jpg,1,adm,imagenet,train
data/wildfake/adm/86b79fb094eb2ddd.jpg,1,adm,imagenet,train
data/wildfake/adm/81e4c0df0514c8c1.jpg,1,adm,imagenet,train
data/wildfake/adm/67c0f06f936e5b5e.jpg,1,adm,imagenet,train
data/wildfake/adm/1ad6d38b17482798.jpg,1,adm,imagenet,train
data/wildfake/adm/b06e84201df71692.jpg,1,adm,imagenet,train
data/wildfake/adm/ba5f160a5e424765.jpg,1,adm,imagenet,train
data/wildfake/adm/b5e1525a59d43f43.jpg,1,adm,imagenet,train
data/wildfake/adm/b83f9eb7963ffa4f.jpg,1,adm,imagenet,train
data/wildfake/adm/5adfc599cf68ed7d.jpg,1,adm,imagenet,train
data/wildfake/adm/9f2701c11bc7b821.jpg,1,adm,imagenet,train
data/wildfake/adm/87a2cd241420d1c6.jpg,1,adm,imagenet,train
data/wildfake/adm/337370f24b71c924.jpg,1,adm,imagenet,train
data/wildfake/adm/b34c2fbc2ffaa032.jpg,1,adm,imagenet,train
data/wildfake/adm/387ebb1f897b4cd2.jpg,1,adm,imagenet,train
data/wildfake/adm/bf22a49bb59dbdd5.jpg,1,adm,imagenet,train
data/wildfake/adm/ec7c1f26bca7e637.jpg,1,adm,imagenet,train
data/wildfake/adm/455f9f59f2c7fd22.jpg,1,adm,imagenet,train
data/wildfake/adm/8ad4065ec94c5eac.jpg,1,adm,imagenet,train
data/wildfake/adm/cce2601e125645ce.jpg,1,adm,imagenet,train
data/wildfake/adm/3f97a08a09b01b52.jpg,1,adm,imagenet,train
data/wildfake/adm/65b47af8f1f4122b.jpg,1,adm,imagenet,train
data/wildfake/adm/541f4a12477b063b.jpg,1,adm,imagenet,train
data/wildfake/adm/30264defbbf158bc.jpg,1,adm,imagenet,train
data/wildfake/adm/70d16a8e3ec3e637.jpg,1,adm,imagenet,train
data/wildfake/adm/2de918c93676a9d5.jpg,1,adm,imagenet,train
data/wildfake/adm/de379afede238ae1.jpg,1,adm,imagenet,train
data/wildfake/adm/47c4a4516b249a4f.jpg,1,adm,imagenet,train
data/wildfake/adm/43d6ea3629f397d4.jpg,1,adm,imagenet,train
data/wildfake/adm/de61057715d9b224.jpg,1,adm,imagenet,train
data/wildfake/adm/c79eefd47256abbc.jpg,1,adm,imagenet,train
data/wildfake/adm/c8eb2d326ca2b619.jpg,1,adm,imagenet,train
data/wildfake/adm/99725018564fc553.jpg,1,adm,imagenet,train
data/wildfake/adm/d24a303112636b9d.jpg,1,adm,imagenet,train
data/wildfake/adm/c92a70523b62ef7b.jpg,1,adm,imagenet,train
data/wildfake/adm/3647e3209a766f2c.jpg,1,adm,imagenet,train
data/wildfake/adm/195ec6e91ab3987f.jpg,1,adm,imagenet,train
data/wildfake/adm/22f3a6f3b83ac965.jpg,1,adm,imagenet,train
data/wildfake/adm/e5489bfb658698a4.jpg,1,adm,imagenet,train
data/wildfake/adm/529c268ba14a4124.jpg,1,adm,imagenet,train
data/wildfake/adm/7ae37f2289dbb707.jpg,1,adm,imagenet,train
data/wildfake/adm/98a219b8e742d7ef.jpg,1,adm,imagenet,train
data/wildfake/adm/4e25c893695d98ae.jpg,1,adm,imagenet,train
data/wildfake/adm/df94a9b3407e7c32.jpg,1,adm,imagenet,train
data/wildfake/adm/dc45c0c8b23502fc.jpg,1,adm,imagenet,train
data/wildfake/adm/bb61bd28531970b2.jpg,1,adm,imagenet,train
data/wildfake/adm/8accec9e604d17a8.jpg,1,adm,imagenet,train
data/wildfake/adm/f5a595dfc3b7fbc0.jpg,1,adm,imagenet,train
data/wildfake/adm/6b3c43b9260626a5.jpg,1,adm,imagenet,train
data/wildfake/adm/89b879a9cbbc3bf5.jpg,1,adm,imagenet,train
data/wildfake/adm/5525477f98ec8e07.jpg,1,adm,imagenet,train
data/wildfake/adm/aa60ef0e466d706c.jpg,1,adm,imagenet,train
data/wildfake/adm/864ddd751c8ac975.jpg,1,adm,imagenet,train
data/wildfake/adm/62e979be0279c828.jpg,1,adm,imagenet,train
data/wildfake/adm/65f7f1fde45da7ea.jpg,1,adm,imagenet,train
data/wildfake/adm/79ee7f3bac63ab20.jpg,1,adm,imagenet,train
data/wildfake/adm/6f5364e850ace225.jpg,1,adm,imagenet,train
data/wildfake/adm/2810f0bef1bd9270.jpg,1,adm,imagenet,train
data/wildfake/adm/a64b4fca97486007.jpg,1,adm,imagenet,train
data/wildfake/adm/91897d911b77f5c3.jpg,1,adm,imagenet,train
data/wildfake/adm/53aaf063e3afd7f8.jpg,1,adm,imagenet,train
data/wildfake/adm/5b3e035bbdee1644.jpg,1,adm,imagenet,train
data/wildfake/adm/f224378724cbfcee.jpg,1,adm,imagenet,train
data/wildfake/adm/1feeaaec1aa2125b.jpg,1,adm,imagenet,train
data/wildfake/adm/4df5daea99e6dc18.jpg,1,adm,imagenet,train
data/wildfake/adm/7c47b1e684bd949c.jpg,1,adm,imagenet,train
data/wildfake/adm/cb5bf184c90dcaf9.jpg,1,adm,imagenet,train
data/wildfake/adm/d9633748b1d7f50d.jpg,1,adm,imagenet,train
data/wildfake/adm/2158750159dfb165.jpg,1,adm,imagenet,train
data/wildfake/adm/fbc9be4f7ddd2a2e.jpg,1,adm,imagenet,train
data/wildfake/adm/6729387f98568625.jpg,1,adm,imagenet,train
data/wildfake/adm/a4dee96d0e76378a.jpg,1,adm,imagenet,train
data/wildfake/adm/f05d406a997d1ebf.jpg,1,adm,imagenet,train
data/wildfake/adm/3deaf1817fd56c14.jpg,1,adm,imagenet,train
data/wildfake/adm/b211cc8ef0e267f7.jpg,1,adm,imagenet,train
data/wildfake/adm/45ab885889ababfd.jpg,1,adm,imagenet,train
data/wildfake/adm/cc1f57051a8e7602.jpg,1,adm,imagenet,train
data/wildfake/adm/25da12baad4e70f2.jpg,1,adm,imagenet,train
data/wildfake/adm/328ec42a3ba7f054.jpg,1,adm,imagenet,train
data/wildfake/adm/2e746e16ba81442e.jpg,1,adm,imagenet,train
data/wildfake/adm/7ed19998c5d0c39d.jpg,1,adm,imagenet,train
data/wildfake/adm/d81c12536423fbc8.jpg,1,adm,imagenet,train
data/wildfake/adm/c6ec88fdf87374b3.jpg,1,adm,imagenet,train
data/wildfake/adm/1e856c948003653d.jpg,1,adm,imagenet,train
data/wildfake/adm/381b65af7181f1db.jpg,1,adm,imagenet,train
data/wildfake/adm/956eba927d3a62e2.jpg,1,adm,imagenet,train
data/wildfake/adm/ba417b6839f3a343.jpg,1,adm,imagenet,train
data/wildfake/adm/16dda9e79ea35a0a.jpg,1,adm,imagenet,train
data/wildfake/adm/4edf84163cfaaa6d.jpg,1,adm,imagenet,train
